transaction_id,date,card_category,revenue,interest_earned,total_trans_amt,annual_fees,total_trans_count,customer_job,education_level,use_chip,exp_type,quarter,month,gender,age_group,income_group
T0000201,2023-12-24,Blue,35.19,38.11,1906.08,99,4,Retirees,High School,Swipe,Bills,Q4,Dec,F,40-50,High
T0000202,2023-07-27,Platinum,14.23,15.08,716.59,49,1,Businessman,Doctorate,Swipe,Entertainment,Q3,Jul,F,20-30,Low
T0000203,2023-03-24,Blue,117.88,6.25,2480.48,199,3,Govt,Post-Graduate,Swipe,Bills,Q1,Mar,F,20-30,Low
T0000204,2023-10-16,Blue,97.14,43.32,2300.5,199,3,Retirees,Uneducated,Online,Fuel,Q4,Oct,M,20-30,High
T0000205,2023-12-01,Blue,87.26,64.64,2405.82,199,2,White-collar,Doctorate,Swipe,Grocery,Q4,Dec,M,40-50,Low
T0000206,2023-02-22,Gold,35.08,10.35,933.94,0,2,Selfemployed,Doctorate,Swipe,Entertainment,Q1,Feb,M,40-50,High
T0000207,2023-01-30,Blue,43.58,5.89,1246.06,0,5,Blue-collar,Doctorate,Chip,Travel,Q1,Jan,F,60+,Med
T0000208,2023-10-25,Blue,3.81,0.68,119.06,199,3,White-collar,Doctorate,Swipe,Bills,Q4,Oct,M,20-30,High
T0000209,2023-01-02,Blue,28.67,14.01,1064.6,199,2,Blue-collar,Post-Graduate,Swipe,Entertainment,Q1,Jan,F,40-50,High
T0000210,2023-03-26,Blue,48.95,17.55,1365.95,99,2,Businessman,Uneducated,Chip,Grocery,Q1,Mar,F,40-50,High
T0000211,2023-07-25,Silver,29.17,21.63,756.66,49,2,Blue-collar,Graduate,Chip,Bills,Q3,Jul,M,40-50,High
T0000212,2023-06-03,Platinum,14.97,6.4,384.36,49,3,Blue-collar,Doctorate,Swipe,Bills,Q2,Jun,M,50-60,High
T0000213,2023-09-29,Blue,89.07,11.8,2096.56,199,3,Govt,Uneducated,Swipe,Bills,Q3,Sep,F,30-40,Low
T0000214,2023-12-30,Blue,85.29,6.87,1705.14,99,5,Blue-collar,Uneducated,Swipe,Fuel,Q4,Dec,F,50-60,Low
T0000215,2023-09-17,Gold,18.42,28.57,992.07,99,4,Businessman,Doctorate,Online,Grocery,Q3,Sep,M,50-60,Low
T0000216,2023-02-17,Blue,78.83,8.64,2389.96,0,4,Blue-collar,Graduate,Swipe,Bills,Q1,Feb,F,50-60,Low
T0000217,2023-02-14,Blue,105.78,46.52,2106.86,0,3,White-collar,Post-Graduate,Swipe,Grocery,Q1,Feb,F,40-50,Med
T0000218,2023-03-04,Blue,24.91,8.8,896.54,99,1,Blue-collar,Doctorate,Swipe,Entertainment,Q1,Mar,F,50-60,Med
T0000219,2023-01-18,Silver,22.92,0.92,1461.81,0,1,Retirees,High School,Swipe,Bills,Q1,Jan,F,50-60,Med
T0000220,2023-05-13,Blue,87.21,49.24,1730.01,0,1,Blue-collar,Unknown,Chip,Grocery,Q2,May,M,40-50,Low
T0000221,2023-06-25,Silver,90.12,24.14,2049.38,49,2,Govt,Post-Graduate,Swipe,Bills,Q2,Jun,F,30-40,Low
T0000222,2023-12-21,Platinum,30.44,9.84,556.46,0,2,Govt,High School,Chip,Fuel,Q4,Dec,M,40-50,Low
T0000223,2023-03-28,Platinum,38.87,0.9,1456.32,49,5,Retirees,Uneducated,Swipe,Entertainment,Q1,Mar,M,20-30,Med
T0000224,2023-01-24,Blue,56.57,6.02,1442.35,199,1,Retirees,Doctorate,Swipe,Entertainment,Q1,Jan,M,40-50,Low
T0000225,2023-10-15,Silver,35.75,18.81,718.33,0,1,Businessman,High School,Chip,Fuel,Q4,Oct,F,40-50,High
T0000226,2023-06-05,Silver,47.96,37.92,1794.91,199,3,Selfemployed,Doctorate,Swipe,Food,Q2,Jun,M,50-60,Low
T0000227,2023-09-04,Blue,50.97,20.02,1685.06,0,2,White-collar,High School,Online,Bills,Q3,Sep,F,50-60,Low
T0000228,2023-10-28,Blue,27.66,8.63,491.79,0,5,Selfemployed,Doctorate,Swipe,Grocery,Q4,Oct,M,20-30,High
T0000229,2023-06-30,Silver,24.95,7.45,454.58,0,3,Selfemployed,Doctorate,Swipe,Food,Q2,Jun,M,40-50,Low
T0000230,2023-05-02,Gold,32.28,35.83,1627.27,0,5,White-collar,Graduate,Swipe,Bills,Q2,May,M,50-60,High
T0000231,2023-01-25,Blue,47.59,22.63,2308.76,199,1,Blue-collar,Unknown,Chip,Bills,Q1,Jan,F,40-50,Med
T0000232,2023-11-29,Blue,75.14,45.63,1539.72,49,3,Blue-collar,Doctorate,Chip,Bills,Q4,Nov,F,20-30,Med
T0000233,2023-08-26,Platinum,48.04,5.09,1815.85,0,2,Businessman,Unknown,Swipe,Travel,Q3,Aug,M,40-50,Low
T0000234,2023-03-15,Blue,40.13,33.61,1511.89,0,4,Businessman,Unknown,Chip,Entertainment,Q1,Mar,F,50-60,High
T0000235,2023-01-17,Gold,31.6,10.12,1333.49,99,4,Selfemployed,Doctorate,Chip,Travel,Q1,Jan,M,40-50,Med
T0000236,2023-02-21,Blue,12.01,1.99,323.11,0,3,Selfemployed,High School,Online,Bills,Q1,Feb,F,40-50,Low
T0000237,2023-11-07,Blue,57.1,45.91,1779.89,0,3,White-collar,High School,Chip,Food,Q4,Nov,F,40-50,Low
T0000238,2023-07-19,Blue,19.04,10.04,889.7,49,2,Selfemployed,Graduate,Swipe,Grocery,Q3,Jul,M,50-60,Low
T0000239,2023-01-16,Blue,40.22,48.14,1613.92,0,5,Selfemployed,Doctorate,Swipe,Bills,Q1,Jan,M,50-60,Low
T0000240,2023-03-22,Blue,40.31,45.67,2229.6,99,4,Selfemployed,High School,Chip,Entertainment,Q1,Mar,F,40-50,Med
T0000241,2023-04-19,Blue,20.83,7.54,366.7,0,2,White-collar,Doctorate,Swipe,Grocery,Q2,Apr,F,40-50,Med
T0000242,2023-01-05,Blue,6.58,6.72,243.77,199,4,Selfemployed,High School,Swipe,Entertainment,Q1,Jan,M,50-60,Low
T0000243,2023-06-21,Silver,27.45,16.43,1271.86,0,1,Businessman,Post-Graduate,Swipe,Grocery,Q2,Jun,F,20-30,High
T0000244,2023-01-25,Silver,0.56,0.43,26.37,199,5,Selfemployed,Graduate,Chip,Bills,Q1,Jan,F,40-50,Med
T0000245,2023-09-14,Silver,125.17,14.35,2135.88,0,3,Blue-collar,Unknown,Chip,Travel,Q3,Sep,M,60+,Low
T0000246,2023-12-27,Blue,39.39,0.44,1400.42,199,1,Selfemployed,Unknown,Swipe,Bills,Q4,Dec,F,40-50,High
T0000247,2023-12-01,Blue,25.05,23.62,809.3,49,4,Selfemployed,Post-Graduate,Swipe,Entertainment,Q4,Dec,M,40-50,High
T0000248,2023-07-29,Platinum,89.25,5.38,2067.38,99,1,Retirees,Graduate,Swipe,Fuel,Q3,Jul,M,60+,Med
T0000249,2023-01-26,Blue,48.92,28.21,1452.71,49,5,Blue-collar,Unknown,Chip,Entertainment,Q1,Jan,M,40-50,High
T0000250,2023-06-25,Blue,36.17,18.31,995.94,199,3,Govt,High School,Chip,Grocery,Q2,Jun,M,50-60,Med
T0000251,2023-02-06,Blue,55.0,18.7,1193.73,49,5,Blue-collar,Doctorate,Swipe,Fuel,Q1,Feb,M,60+,Med
T0000252,2023-04-24,Silver,22.86,6.18,447.43,199,1,Businessman,Post-Graduate,Swipe,Bills,Q2,Apr,M,30-40,Low
T0000253,2023-06-14,Blue,60.13,15.1,1664.25,199,1,Govt,Graduate,Swipe,Grocery,Q2,Jun,F,40-50,Med
T0000254,2023-05-21,Blue,17.24,4.31,391.7,99,2,Govt,Doctorate,Swipe,Fuel,Q2,May,F,50-60,High
T0000255,2023-11-15,Blue,21.23,3.81,462.51,0,3,Selfemployed,Uneducated,Swipe,Fuel,Q4,Nov,M,20-30,Low
T0000256,2023-05-04,Blue,58.77,56.16,2396.75,0,4,Govt,Graduate,Swipe,Fuel,Q2,May,F,30-40,Low
T0000257,2023-07-12,Blue,37.99,27.07,975.69,0,5,Retirees,Unknown,Online,Entertainment,Q3,Jul,M,40-50,High
T0000258,2023-07-10,Blue,59.54,20.23,1048.49,0,1,White-collar,Unknown,Chip,Bills,Q3,Jul,M,40-50,Med
T0000259,2023-10-31,Blue,38.39,17.05,1110.8,0,2,Govt,Doctorate,Chip,Entertainment,Q4,Oct,F,50-60,Med
T0000260,2023-04-13,Blue,7.86,13.91,567.36,0,4,Businessman,Doctorate,Swipe,Entertainment,Q2,Apr,M,30-40,Med
T0000261,2023-02-15,Platinum,6.94,1.95,155.85,99,2,White-collar,Post-Graduate,Swipe,Food,Q1,Feb,M,40-50,Low
T0000262,2023-07-28,Platinum,16.21,6.58,701.18,0,3,Retirees,High School,Swipe,Bills,Q3,Jul,F,60+,Low
T0000263,2023-10-12,Blue,13.22,1.03,657.57,99,3,Govt,Doctorate,Swipe,Entertainment,Q4,Oct,M,50-60,Med
T0000264,2023-08-26,Blue,76.59,38.79,1773.15,0,5,Retirees,Post-Graduate,Swipe,Food,Q3,Aug,F,40-50,Med
T0000265,2023-02-04,Blue,31.63,9.88,539.22,49,4,Blue-collar,Unknown,Swipe,Bills,Q1,Feb,M,30-40,Med
T0000266,2023-04-15,Platinum,7.9,1.07,198.38,199,5,Businessman,High School,Swipe,Fuel,Q2,Apr,F,50-60,Low
T0000267,2023-03-26,Blue,46.72,6.95,2296.29,0,2,Retirees,Doctorate,Chip,Entertainment,Q1,Mar,F,30-40,Low
T0000268,2023-02-16,Silver,7.19,0.2,160.53,49,3,Govt,High School,Chip,Bills,Q1,Feb,M,30-40,Med
T0000269,2023-04-30,Platinum,31.63,11.02,552.16,0,4,Selfemployed,Doctorate,Swipe,Bills,Q2,Apr,M,40-50,Med
T0000270,2023-01-17,Blue,7.47,3.89,389.33,49,1,White-collar,Doctorate,Swipe,Grocery,Q1,Jan,F,30-40,High
T0000271,2023-01-20,Platinum,41.95,13.15,882.91,0,2,Businessman,Doctorate,Chip,Travel,Q1,Jan,F,30-40,High
T0000272,2023-09-06,Blue,92.84,52.19,1924.08,99,3,Selfemployed,Post-Graduate,Swipe,Grocery,Q3,Sep,F,40-50,Low
T0000273,2023-01-17,Blue,27.48,6.28,846.18,199,3,Businessman,Graduate,Swipe,Travel,Q1,Jan,M,20-30,High
T0000274,2023-04-02,Blue,49.51,1.51,1497.08,99,5,Selfemployed,Graduate,Chip,Entertainment,Q2,Apr,F,50-60,High
T0000275,2023-02-19,Blue,51.49,36.6,1840.92,0,3,Retirees,High School,Swipe,Food,Q1,Feb,M,50-60,Low
T0000276,2023-01-03,Platinum,25.59,6.72,690.76,0,2,Govt,Unknown,Swipe,Bills,Q1,Jan,F,30-40,Low
T0000277,2023-10-19,Blue,105.3,36.47,2272.84,0,1,Blue-collar,Unknown,Swipe,Bills,Q4,Oct,F,60+,Med
T0000278,2023-01-08,Blue,23.15,13.32,444.77,49,4,Businessman,Uneducated,Chip,Grocery,Q1,Jan,F,20-30,Low
T0000279,2023-11-16,Blue,73.62,31.91,1496.33,0,2,Selfemployed,Post-Graduate,Chip,Bills,Q4,Nov,F,30-40,High
T0000280,2023-02-07,Blue,67.18,56.08,2030.17,0,3,Businessman,Graduate,Swipe,Grocery,Q1,Feb,M,40-50,Low
T0000281,2023-07-30,Gold,14.87,5.2,873.91,0,3,Businessman,Graduate,Chip,Bills,Q3,Jul,F,30-40,High
T0000282,2023-12-29,Silver,31.89,29.97,1598.25,0,4,Businessman,Uneducated,Swipe,Fuel,Q4,Dec,F,50-60,Med
T0000283,2023-02-17,Blue,117.95,56.31,2074.5,199,4,Selfemployed,Post-Graduate,Swipe,Travel,Q1,Feb,M,30-40,High
T0000284,2023-12-15,Blue,63.8,28.31,1492.12,0,3,Govt,Uneducated,Chip,Grocery,Q4,Dec,M,50-60,High
T0000285,2023-04-29,Blue,97.57,40.23,1963.93,0,4,Blue-collar,Uneducated,Swipe,Food,Q2,Apr,F,40-50,High
T0000286,2023-07-27,Silver,1.07,0.02,31.15,0,4,White-collar,Doctorate,Chip,Grocery,Q3,Jul,M,50-60,High
T0000287,2023-08-03,Blue,13.67,11.84,1175.53,0,2,Selfemployed,Uneducated,Swipe,Fuel,Q3,Aug,M,40-50,Low
T0000288,2023-12-26,Platinum,66.14,22.39,2243.37,0,3,Govt,Doctorate,Swipe,Bills,Q4,Dec,F,40-50,Low
T0000289,2023-03-27,Blue,71.54,0.66,2421.27,0,1,Blue-collar,Uneducated,Swipe,Entertainment,Q1,Mar,F,50-60,High
T0000290,2023-05-06,Blue,42.8,23.57,1888.25,99,5,Retirees,Unknown,Chip,Grocery,Q2,May,M,30-40,High
T0000291,2023-06-19,Blue,26.3,39.78,2025.52,49,3,Selfemployed,Unknown,Swipe,Grocery,Q2,Jun,M,60+,High
T0000292,2023-12-21,Silver,22.09,18.34,1879.55,0,1,Businessman,Doctorate,Swipe,Entertainment,Q4,Dec,F,50-60,Med
T0000293,2023-05-19,Blue,30.14,0.48,619.51,99,4,Blue-collar,Post-Graduate,Swipe,Travel,Q2,May,M,40-50,Low
T0000294,2023-11-29,Blue,12.81,12.22,708.15,0,5,Retirees,Doctorate,Swipe,Travel,Q4,Nov,M,50-60,High
T0000295,2023-06-27,Platinum,89.39,66.18,2270.82,0,2,White-collar,Post-Graduate,Chip,Bills,Q2,Jun,F,50-60,Med
T0000296,2023-05-20,Blue,23.83,21.83,917.24,49,3,Govt,High School,Swipe,Food,Q2,May,F,50-60,Med
T0000297,2023-02-27,Blue,26.18,14.12,711.68,199,4,Blue-collar,Uneducated,Swipe,Entertainment,Q1,Feb,M,20-30,Low
T0000298,2023-02-09,Blue,23.32,47.94,1932.98,99,3,Selfemployed,Doctorate,Chip,Fuel,Q1,Feb,F,30-40,Med
T0000299,2023-07-01,Blue,52.13,41.23,1701.61,0,3,Selfemployed,Unknown,Online,Food,Q3,Jul,F,50-60,High
T0000300,2023-03-26,Blue,102.81,23.74,1978.57,49,3,Retirees,Doctorate,Chip,Bills,Q1,Mar,M,50-60,Med
T0000301,2023-06-29,Platinum,11.44,10.66,860.05,99,1,Retirees,High School,Swipe,Fuel,Q2,Jun,M,30-40,High
T0000302,2023-10-21,Blue,80.41,25.31,1685.44,0,1,Blue-collar,Uneducated,Swipe,Fuel,Q4,Oct,F,30-40,Med
T0000303,2023-11-29,Blue,77.8,29.53,1933.38,99,2,Selfemployed,High School,Chip,Food,Q4,Nov,M,50-60,Med
T0000304,2023-04-25,Blue,20.97,37.28,1302.83,0,1,Selfemployed,Doctorate,Swipe,Food,Q2,Apr,M,20-30,Low
T0000305,2023-08-23,Blue,32.17,13.95,2071.93,199,3,White-collar,Uneducated,Swipe,Bills,Q3,Aug,F,20-30,Med
T0000306,2023-06-19,Blue,22.7,3.61,449.14,0,1,White-collar,High School,Swipe,Food,Q2,Jun,F,30-40,Med
T0000307,2023-11-19,Blue,129.84,52.39,2171.78,99,3,Businessman,Post-Graduate,Swipe,Entertainment,Q4,Nov,M,30-40,High
T0000308,2023-12-03,Silver,24.12,7.68,1546.9,0,1,Businessman,Doctorate,Swipe,Bills,Q4,Dec,M,30-40,Med
T0000309,2023-09-22,Blue,132.81,51.41,2371.8,199,1,White-collar,Doctorate,Chip,Grocery,Q3,Sep,M,50-60,Low
T0000310,2023-02-02,Blue,60.33,14.93,1576.39,0,3,Govt,Graduate,Chip,Fuel,Q1,Feb,M,40-50,High
T0000311,2023-02-23,Blue,46.05,9.5,870.49,49,4,White-collar,Doctorate,Swipe,Food,Q1,Feb,M,50-60,High
T0000312,2023-02-12,Silver,12.18,0.34,539.04,0,3,Selfemployed,Uneducated,Chip,Travel,Q1,Feb,M,40-50,Low
T0000313,2023-09-23,Blue,13.71,4.71,295.6,0,1,Retirees,Doctorate,Swipe,Food,Q3,Sep,F,30-40,Med
T0000314,2023-02-14,Blue,46.58,32.47,1407.77,0,1,Businessman,High School,Chip,Fuel,Q1,Feb,M,40-50,Low
T0000315,2023-05-05,Blue,80.6,29.58,1438.7,49,1,Selfemployed,Uneducated,Chip,Bills,Q2,May,F,40-50,Low
T0000316,2023-10-19,Gold,64.0,21.53,1184.52,0,4,Businessman,Uneducated,Swipe,Grocery,Q4,Oct,F,50-60,High
T0000317,2023-11-03,Blue,39.62,41.39,1868.16,199,1,Retirees,High School,Chip,Food,Q4,Nov,M,40-50,Low
T0000318,2023-05-05,Blue,4.9,2.25,129.68,49,3,White-collar,Graduate,Swipe,Bills,Q2,May,F,50-60,Low
T0000319,2023-01-22,Blue,36.67,31.06,2021.52,0,5,Businessman,Uneducated,Chip,Bills,Q1,Jan,F,30-40,High
T0000320,2023-07-15,Silver,67.67,22.77,1660.39,199,1,Businessman,Graduate,Chip,Fuel,Q3,Jul,F,50-60,Low
T0000321,2023-10-14,Gold,33.23,21.01,1632.14,0,5,Businessman,High School,Chip,Food,Q4,Oct,F,30-40,Med
T0000322,2023-02-14,Blue,37.09,3.42,770.75,99,5,Selfemployed,Doctorate,Swipe,Grocery,Q1,Feb,F,40-50,Low
T0000323,2023-06-21,Gold,34.92,21.08,1149.95,199,2,Businessman,Graduate,Swipe,Bills,Q2,Jun,F,40-50,High
T0000324,2023-02-10,Silver,6.38,1.37,155.94,0,2,Businessman,Doctorate,Chip,Grocery,Q1,Feb,M,50-60,Low
T0000325,2023-05-10,Gold,92.95,37.55,1641.97,0,3,Selfemployed,Graduate,Swipe,Bills,Q2,May,F,60+,Med
T0000326,2023-05-08,Blue,42.39,19.86,1932.09,0,5,Blue-collar,Graduate,Swipe,Fuel,Q2,May,M,20-30,Med
T0000327,2023-03-24,Blue,15.33,8.18,419.56,99,2,Selfemployed,Uneducated,Swipe,Entertainment,Q1,Mar,F,60+,High
T0000328,2023-07-28,Silver,102.74,40.56,1892.58,49,1,Blue-collar,Doctorate,Chip,Fuel,Q3,Jul,F,30-40,High
T0000329,2023-04-01,Blue,7.49,13.64,657.68,0,3,Blue-collar,Doctorate,Swipe,Travel,Q2,Apr,M,30-40,Med
T0000330,2023-11-13,Silver,10.21,1.55,773.67,0,1,Retirees,Doctorate,Swipe,Grocery,Q4,Nov,F,50-60,High
T0000331,2023-07-05,Blue,62.48,8.69,1136.07,49,4,Blue-collar,Graduate,Chip,Fuel,Q3,Jul,M,60+,High
T0000332,2023-12-23,Blue,15.61,12.5,531.01,0,2,Govt,Doctorate,Chip,Food,Q4,Dec,M,40-50,Med
T0000333,2023-06-29,Blue,42.52,13.11,1660.9,0,2,Selfemployed,Post-Graduate,Swipe,Bills,Q2,Jun,F,50-60,Low
T0000334,2023-09-04,Blue,17.65,21.05,753.79,0,3,Businessman,Uneducated,Swipe,Bills,Q3,Sep,F,20-30,High
T0000335,2023-10-05,Gold,6.64,7.08,296.45,0,4,White-collar,Unknown,Chip,Bills,Q4,Oct,F,40-50,Med
T0000336,2023-01-16,Blue,0.58,0.44,38.7,0,2,White-collar,High School,Chip,Food,Q1,Jan,M,30-40,Low
T0000337,2023-05-25,Blue,10.6,1.63,312.07,0,4,Govt,Uneducated,Swipe,Entertainment,Q2,May,M,20-30,High
T0000338,2023-08-14,Blue,4.17,4.41,197.36,99,5,White-collar,Graduate,Swipe,Entertainment,Q3,Aug,M,40-50,Low
T0000339,2023-07-12,Blue,5.26,6.27,226.04,49,2,Govt,Post-Graduate,Swipe,Fuel,Q3,Jul,M,30-40,High
T0000340,2023-02-08,Platinum,83.86,13.29,2460.77,0,5,Retirees,Unknown,Swipe,Entertainment,Q1,Feb,F,30-40,Med
T0000341,2023-01-13,Blue,19.05,10.77,379.69,199,1,Retirees,Doctorate,Swipe,Fuel,Q1,Jan,F,50-60,Med
T0000342,2023-07-08,Blue,51.63,62.28,2128.22,0,3,Retirees,High School,Chip,Bills,Q3,Jul,F,40-50,Med
T0000343,2023-06-10,Blue,42.81,34.23,1203.09,49,2,Businessman,Uneducated,Swipe,Bills,Q2,Jun,M,30-40,Med
T0000344,2023-11-15,Silver,62.71,29.35,2403.81,0,4,White-collar,Uneducated,Swipe,Travel,Q4,Nov,M,30-40,Med
T0000345,2023-12-09,Gold,21.57,11.12,659.46,199,4,Blue-collar,Unknown,Chip,Bills,Q4,Dec,F,40-50,Low
T0000346,2023-03-12,Blue,28.5,15.6,2218.58,0,1,Blue-collar,Graduate,Swipe,Entertainment,Q1,Mar,F,40-50,Low
T0000347,2023-10-27,Platinum,26.33,23.34,1785.92,0,1,Govt,Unknown,Chip,Grocery,Q4,Oct,M,60+,Low
T0000348,2023-05-29,Blue,45.98,25.68,1258.99,0,5,White-collar,High School,Swipe,Fuel,Q2,May,F,40-50,Med
T0000349,2023-10-13,Blue,60.24,8.05,1041.86,0,1,Businessman,Post-Graduate,Chip,Fuel,Q4,Oct,M,40-50,Low
T0000350,2023-11-16,Blue,110.21,50.9,1906.74,49,3,White-collar,Doctorate,Swipe,Food,Q4,Nov,M,40-50,Med
T0000351,2023-04-30,Silver,51.52,26.34,1776.38,0,2,Businessman,High School,Swipe,Entertainment,Q2,Apr,F,40-50,Low
T0000352,2023-04-24,Blue,38.74,11.8,1184.54,99,3,Selfemployed,Graduate,Swipe,Bills,Q2,Apr,M,40-50,Med
T0000353,2023-06-26,Gold,12.88,2.72,310.51,99,2,Govt,Unknown,Swipe,Fuel,Q2,Jun,F,40-50,Low
T0000354,2023-11-21,Blue,5.91,3.61,180.53,99,1,Blue-collar,High School,Swipe,Food,Q4,Nov,M,30-40,High
T0000355,2023-04-12,Platinum,29.95,15.65,2095.99,0,2,Blue-collar,Post-Graduate,Swipe,Fuel,Q2,Apr,F,50-60,Low
T0000356,2023-03-31,Blue,30.76,8.18,851.69,49,4,Retirees,High School,Swipe,Bills,Q1,Mar,F,30-40,Low
T0000357,2023-05-13,Blue,33.33,14.69,672.12,0,5,Businessman,Unknown,Swipe,Bills,Q2,May,F,50-60,High
T0000358,2023-09-09,Blue,38.61,43.0,1798.19,49,1,Blue-collar,Post-Graduate,Chip,Grocery,Q3,Sep,M,40-50,High
T0000359,2023-02-03,Blue,37.82,0.47,1190.29,99,2,White-collar,Doctorate,Swipe,Entertainment,Q1,Feb,F,50-60,Low
T0000360,2023-02-25,Platinum,4.47,0.64,96.64,0,2,Govt,High School,Chip,Fuel,Q1,Feb,M,50-60,High
T0000361,2023-11-24,Gold,5.76,1.77,173.81,199,3,Govt,Post-Graduate,Swipe,Bills,Q4,Nov,M,30-40,Med
T0000362,2023-07-23,Blue,22.73,36.17,1294.08,0,4,Retirees,Unknown,Swipe,Fuel,Q3,Jul,M,20-30,Low
T0000363,2023-01-16,Blue,29.75,4.08,1943.06,49,4,Businessman,Post-Graduate,Chip,Food,Q1,Jan,M,40-50,High
T0000364,2023-09-05,Blue,30.46,26.21,941.74,0,5,Retirees,Post-Graduate,Swipe,Entertainment,Q3,Sep,M,50-60,Med
T0000365,2023-01-27,Blue,20.18,33.86,1716.47,199,3,Govt,Graduate,Chip,Bills,Q1,Jan,F,20-30,Low
T0000366,2023-08-12,Blue,99.06,36.2,2276.34,199,1,White-collar,Uneducated,Chip,Grocery,Q3,Aug,F,20-30,High
T0000367,2023-06-11,Blue,28.94,3.98,1075.95,0,4,Blue-collar,Post-Graduate,Chip,Bills,Q2,Jun,M,50-60,Low
T0000368,2023-10-10,Blue,24.19,10.9,478.69,49,2,Selfemployed,Doctorate,Chip,Grocery,Q4,Oct,M,30-40,Med
T0000369,2023-03-08,Gold,70.46,5.27,1183.65,99,3,Govt,Graduate,Chip,Fuel,Q1,Mar,F,30-40,Low
T0000370,2023-06-10,Blue,15.21,33.11,1445.73,99,1,Retirees,Unknown,Chip,Grocery,Q2,Jun,F,50-60,Low
T0000371,2023-01-20,Silver,46.13,13.22,1552.22,0,1,Selfemployed,High School,Chip,Food,Q1,Jan,M,40-50,Med
T0000372,2023-12-13,Blue,87.16,44.53,1825.59,0,5,Retirees,Post-Graduate,Chip,Bills,Q4,Dec,F,60+,High
T0000373,2023-12-02,Blue,110.7,55.7,2112.78,0,5,Govt,Unknown,Swipe,Fuel,Q4,Dec,F,40-50,Med
T0000374,2023-12-01,Silver,12.08,3.25,915.04,0,1,Blue-collar,Uneducated,Online,Fuel,Q4,Dec,F,50-60,Med
T0000375,2023-04-27,Blue,34.75,23.03,1202.09,99,4,Blue-collar,Graduate,Swipe,Bills,Q2,Apr,M,40-50,Med
T0000376,2023-06-13,Platinum,56.87,21.02,1052.71,0,2,Retirees,Unknown,Chip,Entertainment,Q2,Jun,F,40-50,Low
T0000377,2023-07-05,Blue,16.01,5.63,1431.7,0,2,Retirees,Doctorate,Chip,Grocery,Q3,Jul,F,40-50,High
T0000378,2023-09-26,Blue,131.77,28.74,2210.11,49,1,Blue-collar,Doctorate,Swipe,Bills,Q3,Sep,F,30-40,High
T0000379,2023-08-02,Blue,21.7,11.26,375.27,99,2,Selfemployed,Unknown,Swipe,Travel,Q3,Aug,F,50-60,Med
T0000380,2023-04-04,Blue,5.55,4.26,157.45,199,2,Retirees,Post-Graduate,Chip,Bills,Q2,Apr,M,20-30,High
T0000381,2023-09-19,Blue,34.74,12.53,1513.24,49,2,White-collar,Post-Graduate,Swipe,Bills,Q3,Sep,F,40-50,Med
T0000382,2023-09-20,Blue,13.85,9.42,607.89,0,2,Businessman,Graduate,Chip,Grocery,Q3,Sep,F,50-60,High
T0000383,2023-11-05,Blue,118.09,3.31,2099.11,0,4,White-collar,Post-Graduate,Chip,Bills,Q4,Nov,F,30-40,Med
T0000384,2023-02-14,Platinum,41.24,6.28,853.4,0,2,Blue-collar,Doctorate,Swipe,Entertainment,Q1,Feb,F,60+,Low
T0000385,2023-03-24,Platinum,14.75,1.39,373.52,0,2,Selfemployed,Post-Graduate,Swipe,Entertainment,Q1,Mar,F,40-50,High
T0000386,2023-08-02,Blue,44.89,8.96,1282.29,0,4,Govt,Post-Graduate,Swipe,Travel,Q3,Aug,F,40-50,Med
T0000387,2023-02-05,Blue,60.73,19.3,1173.92,0,4,Selfemployed,Doctorate,Swipe,Entertainment,Q1,Feb,M,40-50,High
T0000388,2023-07-01,Blue,77.78,47.38,1663.59,0,3,Retirees,Doctorate,Swipe,Entertainment,Q3,Jul,F,40-50,Med
T0000389,2023-12-14,Platinum,12.24,19.76,728.43,0,5,Selfemployed,Post-Graduate,Swipe,Bills,Q4,Dec,M,50-60,Low
T0000390,2023-06-15,Platinum,52.08,55.81,1983.52,0,3,Govt,Uneducated,Swipe,Fuel,Q2,Jun,M,40-50,Low
T0000391,2023-05-11,Blue,84.07,0.73,2029.81,0,3,Blue-collar,Post-Graduate,Chip,Bills,Q2,May,M,20-30,Med
T0000392,2023-09-11,Blue,7.54,4.63,585.41,199,1,Retirees,Uneducated,Swipe,Bills,Q3,Sep,F,30-40,Low
T0000393,2023-03-15,Blue,14.32,25.58,976.68,0,5,Businessman,High School,Swipe,Bills,Q1,Mar,M,50-60,High
T0000394,2023-03-06,Silver,24.72,7.69,1582.65,0,2,Businessman,Graduate,Swipe,Bills,Q1,Mar,M,50-60,Low
T0000395,2023-11-08,Blue,38.47,0.83,1126.47,199,2,White-collar,Unknown,Swipe,Food,Q4,Nov,M,40-50,Med
T0000396,2023-03-26,Blue,74.68,0.57,1377.37,49,1,White-collar,Unknown,Swipe,Grocery,Q1,Mar,F,50-60,Med
T0000397,2023-11-04,Blue,30.8,33.48,1727.12,99,5,Retirees,Uneducated,Swipe,Bills,Q4,Nov,F,40-50,Low
T0000398,2023-01-03,Platinum,47.17,35.52,1209.31,0,3,Selfemployed,Uneducated,Chip,Bills,Q1,Jan,M,40-50,Med
T0000399,2023-07-12,Blue,43.89,34.8,1898.74,0,5,White-collar,Doctorate,Chip,Food,Q3,Jul,M,40-50,High
T0000400,2023-10-07,Blue,6.91,1.98,224.89,99,4,Selfemployed,Graduate,Swipe,Food,Q4,Oct,F,40-50,Low
